Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
Low income,LIC,Net migration,SM.POP.NETM,2008,-526683.0
Liechtenstein,LIE,Net migration,SM.POP.NETM,2008,87.0
Sri Lanka,LKA,Net migration,SM.POP.NETM,2008,-97144.0
Lower middle income,LMC,Net migration,SM.POP.NETM,2008,-3733489.0
Low & middle income,LMY,Net migration,SM.POP.NETM,2008,-5360178.0
Lesotho,LSO,Net migration,SM.POP.NETM,2008,-5392.0
Late-demographic dividend,LTE,Net migration,SM.POP.NETM,2008,327813.0
Lithuania,LTU,Net migration,SM.POP.NETM,2008,-16482.0
Luxembourg,LUX,Net migration,SM.POP.NETM,2008,7969.0
Latvia,LVA,Net migration,SM.POP.NETM,2008,-22445.0
Macao SAR, China,MAC,Net migration,2008,11340.0
St. Martin (French part),MAF,Net migration,SM.POP.NETM,2008,-17.0
Morocco,MAR,Net migration,SM.POP.NETM,2008,-78912.0
Monaco,MCO,Net migration,SM.POP.NETM,2008,206.0
Moldova,MDA,Net migration,SM.POP.NETM,2008,-79593.0
Madagascar,MDG,Net migration,SM.POP.NETM,2008,-1255.0
Maldives,MDV,Net migration,SM.POP.NETM,2008,6035.0
Middle East & North Africa,MEA,Net migration,SM.POP.NETM,2008,1051280.0
Mexico,MEX,Net migration,SM.POP.NETM,2008,-50347.0
Marshall Islands,MHL,Net migration,SM.POP.NETM,2008,-1467.0
Middle income,MIC,Net migration,SM.POP.NETM,2008,-4833495.0
North Macedonia,MKD,Net migration,SM.POP.NETM,2008,-17645.0
Mali,MLI,Net migration,SM.POP.NETM,2008,-24509.0
Malta,MLT,Net migration,SM.POP.NETM,2008,869.0
Myanmar,MMR,Net migration,SM.POP.NETM,2008,-180533.0
Middle East & North Africa (excluding high income),MNA,Net migration,SM.POP.NETM,2008,-291498.0
Montenegro,MNE,Net migration,SM.POP.NETM,2008,-3326.0
Mongolia,MNG,Net migration,SM.POP.NETM,2008,-17277.0
Northern Mariana Islands,MNP,Net migration,SM.POP.NETM,2008,-2962.0
Mozambique,MOZ,Net migration,SM.POP.NETM,2008,-102534.0
Mauritania,MRT,Net migration,SM.POP.NETM,2008,-3860.0
Mauritius,MUS,Net migration,SM.POP.NETM,2008,-2589.0
Malawi,MWI,Net migration,SM.POP.NETM,2008,-9264.0
Malaysia,MYS,Net migration,SM.POP.NETM,2008,202481.0
North America,NAC,Net migration,SM.POP.NETM,2008,1654956.0
Namibia,NAM,Net migration,SM.POP.NETM,2008,-8775.0
New Caledonia,NCL,Net migration,SM.POP.NETM,2008,41.0
Niger,NER,Net migration,SM.POP.NETM,2008,-9847.0
Nigeria,NGA,Net migration,SM.POP.NETM,2008,-13646.0
Nicaragua,NIC,Net migration,SM.POP.NETM,2008,-30675.0
Netherlands,NLD,Net migration,SM.POP.NETM,2008,32406.0
Norway,NOR,Net migration,SM.POP.NETM,2008,44002.0
Nepal,NPL,Net migration,SM.POP.NETM,2008,-261540.0
Nauru,NRU,Net migration,SM.POP.NETM,2008,-243.0
New Zealand,NZL,Net migration,SM.POP.NETM,2008,4804.0
OECD members,OED,Net migration,SM.POP.NETM,2008,3593650.0
Oman,OMN,Net migration,SM.POP.NETM,2008,9877.0
Other small states,OSS,Net migration,SM.POP.NETM,2008,47396.0
Pakistan,PAK,Net migration,SM.POP.NETM,2008,-140746.0
Panama,PAN,Net migration,SM.POP.NETM,2008,4568.0
Peru,PER,Net migration,SM.POP.NETM,2008,-235307.0
Philippines,PHL,Net migration,SM.POP.NETM,2008,-498480.0
Palau,PLW,Net migration,SM.POP.NETM,2008,-378.0
Papua New Guinea,PNG,Net migration,SM.POP.NETM,2008,48985.0
Poland,POL,Net migration,SM.POP.NETM,2008,-42288.0
Pre-demographic dividend,PRE,Net migration,SM.POP.NETM,2008,33652.0
Puerto Rico,PRI,Net migration,SM.POP.NETM,2008,-21734.0
Korea, Dem. People's Rep.,PRK,Net migration,2008,-3021.0
Portugal,PRT,Net migration,SM.POP.NETM,2008,9478.0
Paraguay,PRY,Net migration,SM.POP.NETM,2008,-44679.0
West Bank and Gaza,PSE,Net migration,SM.POP.NETM,2008,-23985.0
Pacific island small states,PSS,Net migration,SM.POP.NETM,2008,-26530.0
Post-demographic dividend,PST,Net migration,SM.POP.NETM,2008,3787059.0
French Polynesia,PYF,Net migration,SM.POP.NETM,2008,-2940.0
Qatar,QAT,Net migration,SM.POP.NETM,2008,165572.0
Romania,ROU,Net migration,SM.POP.NETM,2008,-144368.0
Russian Federation,RUS,Net migration,SM.POP.NETM,2008,360840.0
Rwanda,RWA,Net migration,SM.POP.NETM,2008,-31913.0
South Asia,SAS,Net migration,SM.POP.NETM,2008,-2457647.0
Saudi Arabia,SAU,Net migration,SM.POP.NETM,2008,491337.0
Sudan,SDN,Net migration,SM.POP.NETM,2008,-73188.0
Senegal,SEN,Net migration,SM.POP.NETM,2008,-67812.0
Singapore,SGP,Net migration,SM.POP.NETM,2008,176182.0
Solomon Islands,SLB,Net migration,SM.POP.NETM,2008,-5538.0
Sierra Leone,SLE,Net migration,SM.POP.NETM,2008,1182.0
El Salvador,SLV,Net migration,SM.POP.NETM,2008,-56086.0
San Marino,SMR,Net migration,SM.POP.NETM,2008,268.0
Somalia,SOM,Net migration,SM.POP.NETM,2008,-102035.0
Serbia,SRB,Net migration,SM.POP.NETM,2008,7070.0
Sub-Saharan Africa (excluding high income),SSA,Net migration,SM.POP.NETM,2008,-691415.0
South Sudan,SSD,Net migration,SM.POP.NETM,2008,165557.0
Sub-Saharan Africa,SSF,Net migration,SM.POP.NETM,2008,-691310.0
Small states,SST,Net migration,SM.POP.NETM,2008,8575.0
Sao Tome and Principe,STP,Net migration,SM.POP.NETM,2008,-1203.0
Suriname,SUR,Net migration,SM.POP.NETM,2008,-1255.0
Slovak Republic,SVK,Net migration,SM.POP.NETM,2008,-495.0
Slovenia,SVN,Net migration,SM.POP.NETM,2008,2971.0
Sweden,SWE,Net migration,SM.POP.NETM,2008,56452.0
Eswatini,SWZ,Net migration,SM.POP.NETM,2008,-9822.0
Sint Maarten (Dutch part),SXM,Net migration,SM.POP.NETM,2008,71.0
Seychelles,SYC,Net migration,SM.POP.NETM,2008,105.0
Syrian Arab Republic,SYR,Net migration,SM.POP.NETM,2008,-402393.0
Turks and Caicos Islands,TCA,Net migration,SM.POP.NETM,2008,848.0
Chad,TCD,Net migration,SM.POP.NETM,2008,36446.0
East Asia & Pacific (IDA & IBRD countries),TEA,Net migration,SM.POP.NETM,2008,-716760.0
Europe & Central Asia (IDA & IBRD countries),TEC,Net migration,SM.POP.NETM,2008,-225987.0
Togo,TGO,Net migration,SM.POP.NETM,2008,14303.0
Thailand,THA,Net migration,SM.POP.NETM,2008,107333.0
Tajikistan,TJK,Net migration,SM.POP.NETM,2008,-34855.0
Turkmenistan,TKM,Net migration,SM.POP.NETM,2008,6734.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Net migration,SM.POP.NETM,2008,-824037.0
Timor-Leste,TLS,Net migration,SM.POP.NETM,2008,1009.0
Middle East & North Africa (IDA & IBRD countries),TMN,Net migration,SM.POP.NETM,2008,-267513.0
Tonga,TON,Net migration,SM.POP.NETM,2008,-2177.0
South Asia (IDA & IBRD),TSA,Net migration,SM.POP.NETM,2008,-2457647.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,Net migration,SM.POP.NETM,2008,-691310.0
Trinidad and Tobago,TTO,Net migration,SM.POP.NETM,2008,-3624.0
Tunisia,TUN,Net migration,SM.POP.NETM,2008,-17742.0
Turkiye,TUR,Net migration,SM.POP.NETM,2008,47915.0
Tuvalu,TUV,Net migration,SM.POP.NETM,2008,10.0
Tanzania,TZA,Net migration,SM.POP.NETM,2008,-184816.0
Uganda,UGA,Net migration,SM.POP.NETM,2008,-158790.0
Ukraine,UKR,Net migration,SM.POP.NETM,2008,9312.0
Upper middle income,UMC,Net migration,SM.POP.NETM,2008,-1100006.0
Uruguay,URY,Net migration,SM.POP.NETM,2008,-9458.0
United States,USA,Net migration,SM.POP.NETM,2008,1416841.0
Uzbekistan,UZB,Net migration,SM.POP.NETM,2008,-24028.0
St. Vincent and the Grenadines,VCT,Net migration,SM.POP.NETM,2008,-1414.0
Venezuela, RB,VEN,Net migration,2008,-36060.0
British Virgin Islands,VGB,Net migration,SM.POP.NETM,2008,793.0
Virgin Islands (U.S.),VIR,Net migration,SM.POP.NETM,2008,-957.0
Viet Nam,VNM,Net migration,SM.POP.NETM,2008,571113.0
Vanuatu,VUT,Net migration,SM.POP.NETM,2008,-372.0
World,WLD,Net migration,SM.POP.NETM,2008,0.0
Samoa,WSM,Net migration,SM.POP.NETM,2008,-3194.0
Kosovo,XKX,Net migration,SM.POP.NETM,2008,-32053.0
Yemen, Rep.,YEM,Net migration,2008,21210.0
South Africa,ZAF,Net migration,SM.POP.NETM,2008,36869.0
Zambia,ZMB,Net migration,SM.POP.NETM,2008,39249.0
Zimbabwe,ZWE,Net migration,SM.POP.NETM,2008,-113858.0
Aruba,ABW,Net migration,SM.POP.NETM,2009,743.0
Africa Eastern and Southern,AFE,Net migration,SM.POP.NETM,2009,-479929.0
Afghanistan,AFG,Net migration,SM.POP.NETM,2009,-60602.0
Africa Western and Central,AFW,Net migration,SM.POP.NETM,2009,-245845.0
Angola,AGO,Net migration,SM.POP.NETM,2009,105077.0
Albania,ALB,Net migration,SM.POP.NETM,2009,-51657.0
Andorra,AND,Net migration,SM.POP.NETM,2009,-885.0
Arab World,ARB,Net migration,SM.POP.NETM,2009,504368.0
United Arab Emirates,ARE,Net migration,SM.POP.NETM,2009,163643.0
Argentina,ARG,Net migration,SM.POP.NETM,2009,-7882.0
Armenia,ARM,Net migration,SM.POP.NETM,2009,-30357.0
American Samoa,ASM,Net migration,SM.POP.NETM,2009,-1281.0
Antigua and Barbuda,ATG,Net migration,SM.POP.NETM,2009,338.0
Australia,AUS,Net migration,SM.POP.NETM,2009,235628.0
Austria,AUT,Net migration,SM.POP.NETM,2009,18222.0
Azerbaijan,AZE,Net migration,SM.POP.NETM,2009,883.0
Burundi,BDI,Net migration,SM.POP.NETM,2009,184359.0
Belgium,BEL,Net migration,SM.POP.NETM,2009,97175.0
Benin,BEN,Net migration,SM.POP.NETM,2009,4279.0
Burkina Faso,BFA,Net migration,SM.POP.NETM,2009,-40148.0
Bangladesh,BGD,Net migration,SM.POP.NETM,2009,-1150194.0
Bulgaria,BGR,Net migration,SM.POP.NETM,2009,-19060.0
Bahrain,BHR,Net migration,SM.POP.NETM,2009,46467.0
Bahamas, The,BHS,Net migration,2009,1474.0
Bosnia and Herzegovina,BIH,Net migration,SM.POP.NETM,2009,-68182.0
Belarus,BLR,Net migration,SM.POP.NETM,2009,13610.0
Belize,BLZ,Net migration,SM.POP.NETM,2009,2728.0
Bermuda,BMU,Net migration,SM.POP.NETM,2009,-2.0
Bolivia,BOL,Net migration,SM.POP.NETM,2009,-13055.0
Brazil,BRA,Net migration,SM.POP.NETM,2009,-220207.0
Barbados,BRB,Net migration,SM.POP.NETM,2009,296.0
Brunei Darussalam,BRN,Net migration,SM.POP.NETM,2009,2489.0
Bhutan,BTN,Net migration,SM.POP.NETM,2009,-1305.0
Botswana,BWA,Net migration,SM.POP.NETM,2009,4960.0
Central African Republic,CAF,Net migration,SM.POP.NETM,2009,-28899.0
Canada,CAN,Net migration,SM.POP.NETM,2009,244463.0
Central Europe and the Baltics,CEB,Net migration,SM.POP.NETM,2009,-173417.0
Switzerland,CHE,Net migration,SM.POP.NETM,2009,69324.0
Channel Islands,CHI,Net migration,SM.POP.NETM,2009,764.0
Chile,CHL,Net migration,SM.POP.NETM,2009,24324.0
China,CHN,Net migration,SM.POP.NETM,2009,-177135.0
Cote d'Ivoire,CIV,Net migration,SM.POP.NETM,2009,-168027.0
Cameroon,CMR,Net migration,SM.POP.NETM,2009,-10203.0
Congo, Dem. Rep.,COD,Net migration,2009,-82339.0
Congo, Rep.,COG,Net migration,2009,1774.0
Colombia,COL,Net migration,SM.POP.NETM,2009,-46901.0
Comoros,COM,Net migration,SM.POP.NETM,2009,-3553.0
Cabo Verde,CPV,Net migration,SM.POP.NETM,2009,-2618.0
Costa Rica,CRI,Net migration,SM.POP.NETM,2009,3432.0
Caribbean small states,CSS,Net migration,SM.POP.NETM,2009,-12473.0
Cuba,CUB,Net migration,SM.POP.NETM,2009,-35063.0
Curacao,CUW,Net migration,SM.POP.NETM,2009,484.0
Cayman Islands,CYM,Net migration,SM.POP.NETM,2009,951.0
Cyprus,CYP,Net migration,SM.POP.NETM,2009,11555.0
Czechia,CZE,Net migration,SM.POP.NETM,2009,31270.0
Germany,DEU,Net migration,SM.POP.NETM,2009,46533.0
Djibouti,DJI,Net migration,SM.POP.NETM,2009,2770.0
Dominica,DMA,Net migration,SM.POP.NETM,2009,-198.0
Denmark,DNK,Net migration,SM.POP.NETM,2009,15551.0
Dominican Republic,DOM,Net migration,SM.POP.NETM,2009,-36561.0
Algeria,DZA,Net migration,SM.POP.NETM,2009,-4458.0
East Asia & Pacific (excluding high income),EAP,Net migration,SM.POP.NETM,2009,-375018.0
Early-demographic dividend,EAR,Net migration,SM.POP.NETM,2009,-2549650.0
East Asia & Pacific,EAS,Net migration,SM.POP.NETM,2009,163850.0
Europe & Central Asia (excluding high income),ECA,Net migration,SM.POP.NETM,2009,-317840.0
Europe & Central Asia,ECS,Net migration,SM.POP.NETM,2009,1013530.0
Ecuador,ECU,Net migration,SM.POP.NETM,2009,-8491.0
Egypt, Arab Rep.,EGY,Net migration,2009,-192199.0
Euro area,EMU,Net migration,SM.POP.NETM,2009,664668.0
Eritrea,ERI,Net migration,SM.POP.NETM,2009,-24348.0
Spain,ESP,Net migration,SM.POP.NETM,2009,129557.0
Estonia,EST,Net migration,SM.POP.NETM,2009,-2089.0
Ethiopia,ETH,Net migration,SM.POP.NETM,2009,16315.0
European Union,EUU,Net migration,SM.POP.NETM,2009,627112.0
Fragile and conflict affected situations,FCS,Net migration,SM.POP.NETM,2009,-355441.0
Finland,FIN,Net migration,SM.POP.NETM,2009,14877.0
Fiji,FJI,Net migration,SM.POP.NETM,2009,-10052.0
France,FRA,Net migration,SM.POP.NETM,2009,58032.0
Faroe Islands,FRO,Net migration,SM.POP.NETM,2009,-187.0
Micronesia, Fed. Sts.,FSM,Net migration,2009,-3070.0
Gabon,GAB,Net migration,SM.POP.NETM,2009,15277.0
United Kingdom,GBR,Net migration,SM.POP.NETM,2009,249639.0
Georgia,GEO,Net migration,SM.POP.NETM,2009,-32757.0
Ghana,GHA,Net migration,SM.POP.NETM,2009,22416.0
Gibraltar,GIB,Net migration,SM.POP.NETM,2009,248.0
Guinea,GIN,Net migration,SM.POP.NETM,2009,-34007.0
Gambia, The,GMB,Net migration,2009,-2204.0
Guinea-Bissau,GNB,Net migration,SM.POP.NETM,2009,-2821.0
Equatorial Guinea,GNQ,Net migration,SM.POP.NETM,2009,21235.0
Greece,GRC,Net migration,SM.POP.NETM,2009,18182.0
Grenada,GRD,Net migration,SM.POP.NETM,2009,-675.0
Greenland,GRL,Net migration,SM.POP.NETM,2009,-562.0
Guatemala,GTM,Net migration,SM.POP.NETM,2009,-43046.0
Guam,GUM,Net migration,SM.POP.NETM,2009,-2040.0
Guyana,GUY,Net migration,SM.POP.NETM,2009,-13425.0
High income,HIC,Net migration,SM.POP.NETM,2009,4432820.0
Hong Kong SAR, China,HKG,Net migration,2009,25455.0
Honduras,HND,Net migration,SM.POP.NETM,2009,-5196.0
Heavily indebted poor countries (HIPC),HPC,Net migration,SM.POP.NETM,2009,-1052886.0
Croatia,HRV,Net migration,SM.POP.NETM,2009,1358.0
Haiti,HTI,Net migration,SM.POP.NETM,2009,-27924.0
Hungary,HUN,Net migration,SM.POP.NETM,2009,17281.0
IBRD only,IBD,Net migration,SM.POP.NETM,2009,-1286581.0
IDA & IBRD total,IBT,Net migration,SM.POP.NETM,2009,-4172949.0
IDA total,IDA,Net migration,SM.POP.NETM,2009,-2886368.0
IDA blend,IDB,Net migration,SM.POP.NETM,2009,-57807.0
Indonesia,IDN,Net migration,SM.POP.NETM,2009,-73655.0
IDA only,IDX,Net migration,SM.POP.NETM,2009,-2828561.0
Isle of Man,IMN,Net migration,SM.POP.NETM,2009,770.0
India,IND,Net migration,SM.POP.NETM,2009,-312905.0
Not classified,INX,Net migration,SM.POP.NETM,2009,
Ireland,IRL,Net migration,SM.POP.NETM,2009,-18524.0
Iran, Islamic Rep.,IRN,Net migration,2009,-12184.0
Iraq,IRQ,Net migration,SM.POP.NETM,2009,120092.0
Iceland,ISL,Net migration,SM.POP.NETM,2009,-4785.0
Israel,ISR,Net migration,SM.POP.NETM,2009,7269.0
Italy,ITA,Net migration,SM.POP.NETM,2009,283676.0
Jamaica,JAM,Net migration,SM.POP.NETM,2009,-14941.0
Jordan,JOR,Net migration,SM.POP.NETM,2009,-49687.0
Japan,JPN,Net migration,SM.POP.NETM,2009,125450.0
Kazakhstan,KAZ,Net migration,SM.POP.NETM,2009,-7758.0
Kenya,KEN,Net migration,SM.POP.NETM,2009,7096.0
Kyrgyz Republic,KGZ,Net migration,SM.POP.NETM,2009,-14325.0
Cambodia,KHM,Net migration,SM.POP.NETM,2009,-49354.0
Kiribati,KIR,Net migration,SM.POP.NETM,2009,-289.0
St. Kitts and Nevis,KNA,Net migration,SM.POP.NETM,2009,-263.0
Korea, Rep.,KOR,Net migration,2009,-19630.0
Kuwait,KWT,Net migration,SM.POP.NETM,2009,95483.0
Latin America & Caribbean (excluding high income),LAC,Net migration,SM.POP.NETM,2009,-832981.0
Lao PDR,LAO,Net migration,SM.POP.NETM,2009,-29545.0
Lebanon,LBN,Net migration,SM.POP.NETM,2009,-2700.0
Liberia,LBR,Net migration,SM.POP.NETM,2009,1187.0
Libya,LBY,Net migration,SM.POP.NETM,2009,11670.0
St. Lucia,LCA,Net migration,SM.POP.NETM,2009,-276.0
Latin America & Caribbean,LCN,Net migration,SM.POP.NETM,2009,-892927.0
Least developed countries: UN classification,LDC,Net migration,SM.POP.NETM,2009,-2307497.0
Low income,LIC,Net migration,SM.POP.NETM,2009,-394346.0
Liechtenstein,LIE,Net migration,SM.POP.NETM,2009,150.0
Sri Lanka,LKA,Net migration,SM.POP.NETM,2009,-81130.0
Lower middle income,LMC,Net migration,SM.POP.NETM,2009,-3194611.0
Low & middle income,LMY,Net migration,SM.POP.NETM,2009,-4376901.0
Lesotho,LSO,Net migration,SM.POP.NETM,2009,-5599.0
Late-demographic dividend,LTE,Net migration,SM.POP.NETM,2009,-104204.0
Lithuania,LTU,Net migration,SM.POP.NETM,2009,-32186.0
Luxembourg,LUX,Net migration,SM.POP.NETM,2009,6855.0
Latvia,LVA,Net migration,SM.POP.NETM,2009,-34807.0
Macao SAR, China,MAC,Net migration,2009,11224.0
St. Martin (French part),MAF,Net migration,SM.POP.NETM,2009,-82.0
Morocco,MAR,Net migration,SM.POP.NETM,2009,-82203.0
Monaco,MCO,Net migration,SM.POP.NETM,2009,785.0
Moldova,MDA,Net migration,SM.POP.NETM,2009,-83546.0
Madagascar,MDG,Net migration,SM.POP.NETM,2009,-1429.0
Maldives,MDV,Net migration,SM.POP.NETM,2009,6093.0
Middle East & North Africa,MEA,Net migration,SM.POP.NETM,2009,699672.0
Mexico,MEX,Net migration,SM.POP.NETM,2009,-30809.0
Marshall Islands,MHL,Net migration,SM.POP.NETM,2009,-1361.0
Middle income,MIC,Net migration,SM.POP.NETM,2009,-3982555.0
North Macedonia,MKD,Net migration,SM.POP.NETM,2009,-15455.0
Mali,MLI,Net migration,SM.POP.NETM,2009,-34383.0
Malta,MLT,Net migration,SM.POP.NETM,2009,836.0
Myanmar,MMR,Net migration,SM.POP.NETM,2009,-158542.0
Middle East & North Africa (excluding high income),MNA,Net migration,SM.POP.NETM,2009,-240698.0
Montenegro,MNE,Net migration,SM.POP.NETM,2009,-3456.0
Mongolia,MNG,Net migration,SM.POP.NETM,2009,-15007.0
Northern Mariana Islands,MNP,Net migration,SM.POP.NETM,2009,-2821.0
Mozambique,MOZ,Net migration,SM.POP.NETM,2009,-100625.0
Mauritania,MRT,Net migration,SM.POP.NETM,2009,-1481.0
Mauritius,MUS,Net migration,SM.POP.NETM,2009,-2467.0
Malawi,MWI,Net migration,SM.POP.NETM,2009,-8590.0
Malaysia,MYS,Net migration,SM.POP.NETM,2009,178410.0
North America,NAC,Net migration,SM.POP.NETM,2009,1631767.0
Namibia,NAM,Net migration,SM.POP.NETM,2009,-8626.0
New Caledonia,NCL,Net migration,SM.POP.NETM,2009,821.0
Niger,NER,Net migration,SM.POP.NETM,2009,-9014.0
Nigeria,NGA,Net migration,SM.POP.NETM,2009,-18422.0
Nicaragua,NIC,Net migration,SM.POP.NETM,2009,-29913.0
Netherlands,NLD,Net migration,SM.POP.NETM,2009,39832.0
Norway,NOR,Net migration,SM.POP.NETM,2009,39316.0
Nepal,NPL,Net migration,SM.POP.NETM,2009,-266144.0
Nauru,NRU,Net migration,SM.POP.NETM,2009,-249.0
New Zealand,NZL,Net migration,SM.POP.NETM,2009,12700.0
OECD members,OED,Net migration,SM.POP.NETM,2009,3116316.0
Oman,OMN,Net migration,SM.POP.NETM,2009,7226.0
Other small states,OSS,Net migration,SM.POP.NETM,2009,38153.0
Pakistan,PAK,Net migration,SM.POP.NETM,2009,-18298.0
Panama,PAN,Net migration,SM.POP.NETM,2009,4765.0
Peru,PER,Net migration,SM.POP.NETM,2009,-219314.0
Philippines,PHL,Net migration,SM.POP.NETM,2009,-164411.0
Palau,PLW,Net migration,SM.POP.NETM,2009,-382.0
Papua New Guinea,PNG,Net migration,SM.POP.NETM,2009,49647.0
Poland,POL,Net migration,SM.POP.NETM,2009,-8283.0
Pre-demographic dividend,PRE,Net migration,SM.POP.NETM,2009,-596324.0
Puerto Rico,PRI,Net migration,SM.POP.NETM,2009,-18849.0
Korea, Dem. People's Rep.,PRK,Net migration,2009,-3051.0
Portugal,PRT,Net migration,SM.POP.NETM,2009,14532.0
Paraguay,PRY,Net migration,SM.POP.NETM,2009,-40112.0
West Bank and Gaza,PSE,Net migration,SM.POP.NETM,2009,-25906.0
Pacific island small states,PSS,Net migration,SM.POP.NETM,2009,-25439.0
Post-demographic dividend,PST,Net migration,SM.POP.NETM,2009,3250346.0
French Polynesia,PYF,Net migration,SM.POP.NETM,2009,-2886.0
Qatar,QAT,Net migration,SM.POP.NETM,2009,123217.0
Romania,ROU,Net migration,SM.POP.NETM,2009,-137953.0
Russian Federation,RUS,Net migration,SM.POP.NETM,2009,350206.0
Rwanda,RWA,Net migration,SM.POP.NETM,2009,-30128.0
South Asia,SAS,Net migration,SM.POP.NETM,2009,-1884485.0
Saudi Arabia,SAU,Net migration,SM.POP.NETM,2009,496229.0
Sudan,SDN,Net migration,SM.POP.NETM,2009,-80159.0
Senegal,SEN,Net migration,SM.POP.NETM,2009,-69239.0
Singapore,SGP,Net migration,SM.POP.NETM,2009,95841.0
Solomon Islands,SLB,Net migration,SM.POP.NETM,2009,-4360.0
Sierra Leone,SLE,Net migration,SM.POP.NETM,2009,18145.0
El Salvador,SLV,Net migration,SM.POP.NETM,2009,-55966.0
San Marino,SMR,Net migration,SM.POP.NETM,2009,311.0
Somalia,SOM,Net migration,SM.POP.NETM,2009,-101795.0
Serbia,SRB,Net migration,SM.POP.NETM,2009,6043.0
Sub-Saharan Africa (excluding high income),SSA,Net migration,SM.POP.NETM,2009,-725879.0
South Sudan,SSD,Net migration,SM.POP.NETM,2009,139129.0
Sub-Saharan Africa,SSF,Net migration,SM.POP.NETM,2009,-725774.0
Small states,SST,Net migration,SM.POP.NETM,2009,241.0
Sao Tome and Principe,STP,Net migration,SM.POP.NETM,2009,-1328.0
Suriname,SUR,Net migration,SM.POP.NETM,2009,-1204.0
Slovak Republic,SVK,Net migration,SM.POP.NETM,2009,-542.0
Slovenia,SVN,Net migration,SM.POP.NETM,2009,11594.0
Sweden,SWE,Net migration,SM.POP.NETM,2009,63638.0
Eswatini,SWZ,Net migration,SM.POP.NETM,2009,-10989.0
Sint Maarten (Dutch part),SXM,Net migration,SM.POP.NETM,2009,64.0
Seychelles,SYC,Net migration,SM.POP.NETM,2009,105.0
Syrian Arab Republic,SYR,Net migration,SM.POP.NETM,2009,-52703.0
Turks and Caicos Islands,TCA,Net migration,SM.POP.NETM,2009,855.0
Chad,TCD,Net migration,SM.POP.NETM,2009,9108.0
East Asia & Pacific (IDA & IBRD countries),TEA,Net migration,SM.POP.NETM,2009,-372591.0
Europe & Central Asia (IDA & IBRD countries),TEC,Net migration,SM.POP.NETM,2009,-131572.0
Togo,TGO,Net migration,SM.POP.NETM,2009,-1985.0
Thailand,THA,Net migration,SM.POP.NETM,2009,110883.0
Tajikistan,TJK,Net migration,SM.POP.NETM,2009,-36677.0
Turkmenistan,TKM,Net migration,SM.POP.NETM,2009,6656.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Net migration,SM.POP.NETM,2009,-843735.0
Timor-Leste,TLS,Net migration,SM.POP.NETM,2009,117.0
Middle East & North Africa (IDA & IBRD countries),TMN,Net migration,SM.POP.NETM,2009,-214792.0
Tonga,TON,Net migration,SM.POP.NETM,2009,-2204.0
South Asia (IDA & IBRD),TSA,Net migration,SM.POP.NETM,2009,-1884485.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,Net migration,SM.POP.NETM,2009,-725774.0
Trinidad and Tobago,TTO,Net migration,SM.POP.NETM,2009,-3056.0
Tunisia,TUN,Net migration,SM.POP.NETM,2009,-13512.0
Turkiye,TUR,Net migration,SM.POP.NETM,2009,24276.0
Tuvalu,TUV,Net migration,SM.POP.NETM,2009,15.0
Tanzania,TZA,Net migration,SM.POP.NETM,2009,-324478.0
Uganda,UGA,Net migration,SM.POP.NETM,2009,-164553.0
Ukraine,UKR,Net migration,SM.POP.NETM,2009,26796.0
Upper middle income,UMC,Net migration,SM.POP.NETM,2009,-787944.0
Uruguay,URY,Net migration,SM.POP.NETM,2009,-8510.0
United States,USA,Net migration,SM.POP.NETM,2009,1387306.0
Uzbekistan,UZB,Net migration,SM.POP.NETM,2009,-20378.0
St. Vincent and the Grenadines,VCT,Net migration,SM.POP.NETM,2009,-1407.0
Venezuela, RB,VEN,Net migration,2009,-43636.0
British Virgin Islands,VGB,Net migration,SM.POP.NETM,2009,756.0
Virgin Islands (U.S.),VIR,Net migration,SM.POP.NETM,2009,-664.0
Viet Nam,VNM,Net migration,SM.POP.NETM,2009,-18560.0
Vanuatu,VUT,Net migration,SM.POP.NETM,2009,-467.0
World,WLD,Net migration,SM.POP.NETM,2009,0.0
Samoa,WSM,Net migration,SM.POP.NETM,2009,-3093.0
Kosovo,XKX,Net migration,SM.POP.NETM,2009,-31556.0
Yemen, Rep.,YEM,Net migration,2009,22621.0
South Africa,ZAF,Net migration,SM.POP.NETM,2009,41528.0
Zambia,ZMB,Net migration,SM.POP.NETM,2009,44867.0
Zimbabwe,ZWE,Net migration,SM.POP.NETM,2009,-108689.0
Aruba,ABW,Net migration,SM.POP.NETM,2010,501.0
Africa Eastern and Southern,AFE,Net migration,SM.POP.NETM,2010,-413050.0
Afghanistan,AFG,Net migration,SM.POP.NETM,2010,-167460.0
Africa Western and Central,AFW,Net migration,SM.POP.NETM,2010,-310519.0
Angola,AGO,Net migration,SM.POP.NETM,2010,122418.0
Albania,ALB,Net migration,SM.POP.NETM,2010,-51907.0
Andorra,AND,Net migration,SM.POP.NETM,2010,-6194.0
Arab World,ARB,Net migration,SM.POP.NETM,2010,156222.0
United Arab Emirates,ARE,Net migration,SM.POP.NETM,2010,161842.0
Argentina,ARG,Net migration,SM.POP.NETM,2010,-5003.0
Armenia,ARM,Net migration,SM.POP.NETM,2010,-30009.0
